Hospital Name,Address,CITY,STATE,PIN CODE,PPN / NON PPN
SWAMI SATYANAND HOSPITAL,"SCO-32, PUDA COMPLEX,OPP.TEHSIL COMPEX, JALANDHAR CITYNIL",JALANDHAR,PUNJAB,144001,NON PPN
Arora Eye And Lasik Laser Centre,"650, Sector 7, Urban Estate",KARNAL,HARYANA,132001,NON PPN
Divya Prastha Hospital,"RZ-37, Main Road, Opp Bagh Wala School, Palam Colony",NEW DELHI,DELHI,110045,PPN
Shivalik Medical Center Pvt Ltd,"Main Road Hoshiyarpur,,Sector 51,Hoshiyarpur",Noida,UTTAR PRADESH,201301,NON PPN
Dr BL Kapur Memorial Hospital BLK,"Pusa Road, Near Rajendra Place Metro Station",NEW DELHI,DELHI,110005,PPN
RAMA HOSPITAL,"SONEPAT ROAD,BAHALGARH,SONEPAT-131001Sonipat",SONIPAT,HARYANA,131001,NON PPN
Aditya Hospitals,"# 4-1-16, Adjacent Endowments,,Tilak Road,,Abids,NIL",HYDERABAD,TELANGANA,500001,PPN
Drishti Eye Centre,"20-21 F Fruit Garden, Near Green Automobile,",FARIDABAD,HARYANA,121001,PPN
Prakash Hospital Pvt Ltd,"D-12,12 A,12 B, Sector 33",NOIDA,UTTAR PRADESH,201301,PPN
C K Memorial Kapoor Hospital,"3b/8a, Nit - 3,Dav College Road",FARIDABAD,HARYANA,121001,PPN
Shanti Gopal Hospital,"Plot No-NH -I, Anisha Khand 2, Indrapuram",GHAZIABAD,UTTAR PRADESH,201010,PPN
Centre For Sight Gurgaon,"Sco Complex -317,Sector - 29,,NIL",GURGAON,HARYANA,122001,PPN
Dr Kapur The Healing Touch Eye Centre,"D-8,VIKAS PURINIL",NEW DELHI,DELHI,110018,PPN
Indo Western Brain And Spine Hospital IBS,"C-18, Lal Kothi,Near New Vidhan Sabha,NIL",JAIPUR,RAJASTHAN,302015,PPN
Shanti Mukand Hospital,"2, Institutional Are,,Vikas Marg Ext.,,Delhi",DELHI,DELHI,110092,PPN
LOTUS HOSPITAL,"389/3,PREM NAGAR,MATA ROAD NEAR BUS STAND",GURGAON,HARYANA,122001,NON PPN
Shri Sanatan Dharam Mahabir Dal Hospital,"Kanjpura Road, Near Shiv Sanatan Dharam Mandir, Near Dayal Singh College",KARNAL,HARYANA,132001,NON PPN
National Hospital,"Mathruashish Building, 101/102/103/104 , MG Road, Borivali EastNIL",MUMBAI,MAHARASHTRA,400066,PPN
"GARG HOSPITAL(A UNIT OF SANTOSH MATERNITY &
NURSING HOME PVT LTD)","Khurja Tempo Stand,KP Rd, Idgah Road, Bulandshahr, Uttar Pradesh","BULANDSHAH
AR",UTTAR PRADESH,203001,NON PPN
Fortis La Femme,"S - 549,Greater Kailash Part II",NEW DELHI,DELHI,110048,NON PPN
Yashoda Super Speciality Hospital,"H - 1, Kaushambi,,Near Dabur Chowk,,GhaziabadNIL",GHAZIABAD,UTTAR PRADESH,201010,PPN
Rs Grover Memorial Hospital,"B-243, Priyadarshini Vihar, Near Lovely Public School, Laxmi Nagar",DELHI,DELHI,110092,PPN
IBS Ashwani Hospital,"8-D1,SECTOR-11,FARIDABAD-121006NIL",FARIDABAD,HARYANA,121006,PPN
Jupiter Life Line Hospitals Ltd,"Opp Flower Valley,Eastern Express Highway,ThaneThane",THANE,MAHARASHTRA,400601,PPN
Fortis Escorts Hospital,"Neelam Bata Road, Opp Neelam Cinema",FARIDABAD,HARYANA,121001,PPN
Khanna Hospital,"C-2/396, Janakpuri New Delhi,,NIL",NEW DELHI,DELHI,110058,PPN
Mohan Eye Institute,"11 - B,,Ganga Ram Hospital Marg,,New DelhiNew Delhi",NEW DELHI,DELHI,110060,PPN
RG Stone And Super Speciality Hospital,"510 - L,,Model Town,LudhianaLudhiana",LUDHIANA,PUNJAB,141002,PPN
Metro Multi Speciality Hospital,"L- 94, , Sector - 11,,,NIL",NOIDA,UTTAR PRADESH,201301,PPN
Genesis Hospital Pvt Ltd,"C 1/30, C Block, Janakpuri",NEW DELHI,DELHI,110058,PPN
Prime Hospital And Ortho Centre,"Site No. 1,Huda Market, Sector-30,Faridabad-121002",FARIDABAD,HARYANA,121002,PPN
SUNDER LAL JAIN CHARITABLE HOSPITAL,"ASHOK VIHAR, PHASE-3 DELHI-110052NIL",NEW DELHI,DELHI,110052,PPN
Tewari Eye Centre,"SEC.5/699,VAISHALI.C,NIL",GHAZIABAD,UTTAR PRADESH,201010,PPN
Jain Hospital New Delhi,"177-178,Jagriti Enclave,,Vikas Marg,,Vikas EnclaveNIL",DELHI,DELHI,110092,PPN
Grant Medical Foundation-RUBY HALL CLINIC,"40, SASSOON ROAD PUNEnil",PUNE,MAHARASHTRA,411001,PPN
LOTUS MULTISPECIALITY HOSPITAL,"Unit 8/8A, Balaji Sadan, Plot No.20-D, Sector-15, Opposite School Ground, Near
Modern College,Vasai,",MUMBAI,MAHARASHTRA,400703,PPN
Medica Superspecialty Hospital,"127, Mukundpur, EM Bypass",KOLKATA,WEST BENGAL,700099,PPN
Shekhawati Hospital And Research Centre,"A/2, Opp. Time Square,,Central Spine,,Vidhyadhar NagarNIL",JAIPUR,RAJASTHAN,303007,PPN
Health Point Multispeciality Hospital,"21, PRANNATH PANDIT STREET (OPP. LANSDOWN PADMAPUKUR), NIL",KOLKATA,WEST BENGAL,700025,PPN
KK Surgical And Maternity Centre( Loni Road),"B 37, East Jyoti Nagar, Loni Road",NEW DELHI,DELHI,110093,PPN
MEDICITI HOSPITALS,"5-9-22, SECRETARIAT ROAD, HYDERABADNIL",HYDERABAD,TELANGANA,500063,PPN
Rajiv Gandhi Cancer Institute And Research Centre,"D 18, Sector 5, Rohini",NEW DELHI,DELHI,110085,PPN
Bharti Eye Foundation,"01/03-Jan,East Patel Nagar Metro Station,,Patel Nagar",NEW DELHI,DELHI,110008,PPN
Asian Institute Of Medical Science,"Badkal Flyover Road,,,Sector-21-A,NIL",FARIDABAD,HARYANA,121001,PPN
Apollo Gleneagle Hospital Ltd,"58, Canal Circular Road, Kadapara",KOLKATA,WEST BENGAL,700054,PPN
Khanna Eye Centre Delhi,"E-368, Nirman Vihar,,Vikas Marg,,NIL",NEW DELHI,DELHI,110092,PPN
Vision Eye Hospital(Delhi),"F-24/136,Sector-7,Rohini,,New DelhiNIL",NEW DELHI,DELHI,110085,PPN
Aashlok Hospital,"25/A, BLOCK - AB, COMMUNITY CENTRE, SAFDARJUNG ENCLAVE,NIL",NEW DELHI,DELHI,110029,PPN
Bhagat Chandra Hospital,"Mahavir Enclave Near Dwarka Airport Flyover,,New Delhi",NEW DELHI,DELHI,110045,PPN
Mahajan Eye Centre,"Ad-21a, Pitampura,(Near Power House), Outer Ring Road,PitampuraPitampura",DELHI,DELHI,110034,PPN
Narinder Mohan Hopsital And Heart Center,"Mohan Nagar, Ghaziabad-201007Mohan Nagar",GHAZIABAD,UTTAR PRADESH,243122,PPN
Vinayak Hospital Delhi,"Plot No 2, Main Road, Derawal Nagar",NEW DELHI,DELHI,110009,PPN
SANTOM HOSPITAL PVT.LTD.,"D-5, Prashant Vihar Outer Ring Road,,,Delhi-5Rohini",DELHI,DELHI,110085,PPN
Shalby Ltd,"Opp. Karnavati Club,,Sarkhej, Gandhinagar Highway,,Near Prahladnagar GardernNIL",AHMEDABAD,GUJARAT,380015,PPN
North City Hospital And Neuro Institute Pvt Ltd,"73, Baglan Road,,Near Ultadanga Road, Bagmari Road,,KolkataNIL",KOLKATA,WEST BENGAL,700054,PPN
Sevenhills Healthcare Pvt Ltd (Mumbai),"Marol-Maroshi Road,,Seven Health City,,Andheri (E)NIL",MUMBAI,MAHARASHTRA,400059,PPN
Hosmat Hospital,"45, Magarath Road,,Off. Richmond Road,Next To Iti Corporate Offices,BangaloreNIL",BANGALORE,KARNATAKA,560025,PPN
Nagar Hospital,"NH-B-1, Lohiya Nagar, Opposite Hindi Bhavan",GHAZIABAD,UTTAR PRADESH,201010,PPN
Narayana Hrudayalaya Institute of Cardiac Sciences,"258/ A, Industial Area,Anekal Taluk,4 Km After Form Electtronics City , Hosur Road
Next To BTL, Bommasandra",BANGALORE,KARNATAKA,560099,PPN
Cims Hospital Pvt Ltd,"Plot No-67/1, Off Science City Road, Sola, Ahmedabad, Gujarat 380060Ahmedabad",AHMEDABAD,GUJARAT,380060,PPN
Eden Hospital Pvt Ltd,"B-162, East Of Kailash NIL",NEW DELHI,DELHI,110065,PPN
Shree Hospital (Pune),SIDDHARTH MANSION OPP.AGAKHAN PALACE NAGAR ROAD PUNENIL,PUNE,MAHARASHTRA,411006,PPN
Mansaram Hospital,"B 5, Aman Puri Extiontion, Main Najafgarh Road, Ram Nagar Colony, Nangloi",NEW DELHI,DELHI,110041,PPN
Sl Raheja Fortis Hospital,"Raheja Rugnalaya Road, Mahim West",MUMBAI,MAHARASHTRA,400016,PPN
Fortis Escorts Heart Institute,"Okhla Road, Opp Holy Family Hospital",NEW DELHI,DELHI,110025,PPN
Chandraganga Spandan Hospital,"Chandraganga Apartments, VB Phadke Marg, Amol Society, Neelam Nagar, Mulund
East",MUMBAI,MAHARASHTRA,400081,PPN
Mallya Hospital,"2, Vittal Mallya Road,",BANGALORE,KARNATAKA,560001,PPN
Khanna Eye Centre,"A2/2, Model Town, Phase -1",NEW DELHI,DELHI,110009,PPN
Aditya Birla Memorial Hospital,"Sr No 31, Aditya Birla Hospital Marg,,Po: Chinchwad,PuneNIL",PUNE,MAHARASHTRA,411033,PPN
Bodyline Hospitals,"New Vikas Gruh Road,,Opp. Annapurna Hall, B/S Dev Status,,Paldi,Ahmedabad",Ahmedabad,GUJARAT,380007,PPN
Vijay Nursing Home,"F 24/25, Sector 3, Opposite C Block, Avantika Water Tank, Sir Chotu Ram Marg,
Rohini",NEW DELHI,DELHI,110085,PPN
Kamal Hospital (Jalandhar),"Kishanpura Chowk,,Near Doaba Chowk,,KISHANPURA",Jalandhar,PUNJAB,144004,NON PPN
Avantika Hospital,"137-NITI KHAND II, INDIRAPURAM, NIL",GHAZIABAD,UTTAR PRADESH,201014,PPN
Metro Hospital And Heart Institute (New Delhi),"14, Ring Road,Lajpat Nagar 4,Near Gupta Market, Lajpat Nagar",NEW DELHI,DELHI,110024,PPN
Shanti Kumud Hospital,"A 8, Adarsh Nagar, Main GTK Road, Near Metro Station",DELHI,DELHI,110033,PPN
Hemraj Jain Hospital And Maternity Home.,"NH 1, Block C 1, Janak Puri",NEW DELHI,DELHI,110058,PPN
Sirohi Hospital And maternity Home,"Multan Nagar, Baghpat Road,Near Bhola Check Post,",MEERUT,UTTAR PRADESH,250002,NON PPN
Zenith Hospital Pvt Ltd,"Plot no 187/1 Yadav Colony Mohna Road near Punjabi Dharamshala And Plot
No.110 Yadav Colony, Mohna Road,Near Bank of BarodaBallabgarh",FARIDABAD,HARYANA,121004,PPN
Max Super Speciality Hospital Mohali,"Near Civil Hospital, Phase-Vi, Sas Nagar, Near Verka Milk PlantMohali",MOHALI,PUNJAB,160055,PPN
Adiva Hospitals,"C-1/C, Green Park Extension,",NEW DELHI,DELHI,110016,PPN
Anup Institute Of Orthopedics And Rehabilitation,"G 75-77, PC Colony, K Sector, Sampatchak, Kankarbagh",PATNA,BIHAR,800020,NON PPN
Satya Bhama Hospital,"RZ-10, Naresh Park, Najafgarh Road, Nangloi, Near Water Tank, New Delhi, Delhi
110041New Delhi",NEW DELHI,DELHI,110041,PPN
Kalyani Hospital Pvt Ltd,"Opposite Girls College, Sector 14, Mehrauli Road",GURGAON,HARYANA,122001,PPN
Fortis Memorial Research Institute,"Sector 44, Oppsite Huda City, Near Metro Station",GURGAON,HARYANA,122002,PPN
Janki Hospital,"Rz-89, Old Roshan Pura,,Opp. Gurudwara, Gurgaon Road,,Najafgarh,Najafgarh",New Delhi,DELHI,110043,NON PPN
VISION EYE CENTRE,"19, SIRI FORT ROADNIL",NEW DELHI,DELHI,110049,NON PPN
Kalyani Hospital (Nahafgarh),"Rz-30a,Rati Ram Park Naya Bazar,NahafgarhNIL",NEW DELHI,DELHI,110043,PPN
Max Smart Super Speciality Hospital (Mandir Marg),"Press Enclave Road, Mandir Marg, Saket",NEW DELHI,DELHI,110017,PPN
DSK HOSPITAL,"19,KATHIR NAGARTirupur",COIMBATORE,TAMILNADU,641604,NON PPN
Mittal Nursing Home And Trauma Centre,"58 B, Opposite Water Tank, 71-B, Main Road, Kitchlu Nagar",LUDHIANA,PUNJAB,141008,PPN
SURAKSHA EYE SURGERY CENTRE,"B-15,GROUND FLOOR,RANA PARTAP BAGHNew Delhi",NEW DELHI,DELHI,110007,PPN
Balaji Hospital,"Goyal Mor, Deenpur, Main Gurgaon Road, Najafgarh, New DelhiNew Delhi",New Delhi,DELHI,110043,NON PPN
Shubham Hospital,"DD-15 Kalkaji, Opp Main Post Office,Near Kalkaji Post Office,New DelhiNew Delhi",NEW DELHI,DELHI,110019,PPN
Shankar Medicare Centre,"3/184,1251, Rajinder Singh Market , Sector 28Near to the office of Shri krishna pal
gujjar",FARIDABAD,HARYANA,121008,PPN
SAI RETINA FOUNDATION,"F-5,BASEMENT GF,DILSHAD COLONY,MAIN ROADNIL",New Delhi,DELHI,110095,NON PPN
RG STONE UROLOGY AND LAPAROSCOPY HOSPITAL,"195, Deepali,Outer Ring Road, Opp. Rohini D D A Office,,Pitampura",DELHI,DELHI,110034,PPN
Navjeevan Hospital (Nizampur Road),"Nizampur Road Dhowali Narnaul,,Nizampur RoadNIL",PALWAL,HARYANA,123001,NON PPN
NAWAL HOSPITAL AND TRAUMA CENTRE,"OPP MALWA MOTOR AND MAKHAN BHOG RESTAURENT, VILLAGE KUNDLI, DISTT.
SONEPAT, HARYANANIL",SONEPAT,HARYANA,131028,NON PPN
TULIP MULTISPECIALITY HOSPITAL PVT.LTD,"TP Scheme No 15, Vivekanand Chowk, Delhi Road",SONIPAT,HARYANA,131001,NON PPN
Jain Eye Hospital And Laser Centre.,"""Ag-152 Shalimar Bagh , 39-A Jawala Heri"",Richi Rich Banquet,Ring Road,NIL",NEW DELHI,DELHI,110088,PPN
Tarak Hospital,"C-7,Jai Bharat Enclave,Dwarka More,,Opp Metro Pillar No 789,NIL",NEW DELHI,DELHI,110059,PPN
Gandhi Hospital,"C-50-51, Om Vihar, Near Bank Of Baroda, Uttam Nagar",NEW DELHI,DELHI,110059,PPN
Ruby Hall Clinic,"59/6, Azad Nagar,Wanowarie",PUNE,MAHARASHTRA,411040,PPN
PARAM MULTI SPECIALITY HOSPITAL,"A 307 SWAMINARAYAN NAGAR, VIBHAG 2, OPO RENUKA BHAVAN , BOMBAY
MARKET TO PUNA GAM ROAD , SURAT, GUJRATNIL",SURAT,GUJARAT,395010,NON PPN
Sarwal Hospital,"4, Civil Line Near Arya Chowk, Opposite Telephone Exchange, Arya Chowk",AMBALA,HARYANA,133203,NON PPN
Avantika Multi Specialty Hospital,"A 3/8, Sector 3, Rohini",NEW DELHI,DELHI,110085,PPN
Pragati Eye Centre,"E-5/5, E Block, Krishna Nagar",NEW DELHI,DELHI,110051,PPN
Eternal Heartcare Centre Research Institute,"NEAR JAWAHAR CIRCLE, 3-A, JAGATPURA ROAD,JAIPUR - 302017 (RAJASTHAN)NIL",JAIPUR,RAJASTHAN,302017,PPN
Savitri Hospital,"142/91, Extended Lal Dora,,Near Petrol Pump,Kanjhawala Road,Kanjhawala",DELHI,DELHI,110081,PPN
Ruban Memorial Hospital( Ratan Stone Clinic),"19 Patliputra Colony,,Near Patliputra Golambar,PatnaPatna",Patna,BIHAR,800013,NON PPN
Manipal Hospital Gurugram (Columbia Asia Hospital),"Block F, Near Gol ChakkarPalam Vihar",GURGAON,HARYANA,122017,PPN
ICLINIX Advanced Eye Care,"27/171, Vikram Vihar, Lajpat Nagar IV, Lajpat Nagar",NEW DELHI,DELHI,301001,PPN
Chopra Eye Hospital,"H.NO. 3 C-8, Sec 7 Rohini, Delhi-110085Rohini",NEW DELHI,DELHI,110085,PPN
Advanta Super Speciality Hospital,"Near Vijay Bank, Silani Gate",JHAJJAR,HARYANA,124103,NON PPN
Apollo Hospital BG Road,"154/11, Opp IIM, Bannerghatta",BANGALORE,KARNATAKA,560076,PPN
Kalra Hospital SRCNC Pvt Ltd,"A-4, 5-6, Kirti Nagar",NEW DELHI,DELHI,110015,PPN
Saran Hospital,"73-A, Mal Godam Road,Near Raliway Juction,BareillyNIL",BAREILLY,UTTAR PRADESH,243001,NON PPN
Madaan Hospital,"Majitha Road, Medical Enclave",AMRITSAR,PUNJAB,143001,PPN
Kodlikeri Memorial Hospital,"8, 9 Jalna Road, Opp. Akashwani, Manjeet Nagar ,NIL",AURANGABAD,MAHARASHTRA,431005,NON PPN
Krishnammal Memorial Hospital KMH,"293, PERYKULAM ROAD,NIL",THENI,TAMILNADU,625531,NON PPN
Shree Abirami Hospital,"33, MADUKKARAI ROAD, UNDARAPURAM,Essar Petrol Pump,",COIMBATORE,TAMILNADU,641024,NON PPN
Vadamalayan Hospital Pvt Ltd,"15, Jawahar Road, Chokkikulam,",MADURAI,TAMILNADU,625002,NON PPN
SHANMUGA HOSPITAL AND SALEM CANCER INSITITUTE,"24, SARADHA COLLEGE ROAD, NIL",SALEM,TAMILNADU,636007,PPN
Deepam Hospital Pvt Ltd,"327, MUTHRANGAM ROAD, WEST TAMBARAM ,Chennai",CHENNAI,TAMILNADU,600045,PPN
Ernakulam Medical Centre,"N.H.By Pass, Palarivattom,",KOCHI,KERALA,682028,NON PPN
Kamla Nagar Hospital,"A, Pal Link Road,JodhpurNear K N Chest Hospital",JODHPUR,RAJASTHAN,342008,NON PPN
Saket Medicare And Research Centre Pvt Ltd,"Saket Hospital. Sector - 10,Meera Marg,Agarwal Farm , Mansarowar,JaipurNIL",JAIPUR,RAJASTHAN,302020,PPN
Annapoorna Hospital,"47-9-32, Dwarkanagar,,3rd Lane,,Dwarakanagarnil","VISAKHAPATN
AM",ANDHRA PRADESH,530016,NON PPN
Parvathi Multispeciality Hospital,"E-30-31, VIKRAMPURI COLONEY, NEAR SECUNDERABAD CLUB,Secunderabad","SECUNDERABA
D",TELANGANA,500009,NON PPN
Apollo Speciality Hospitals Madurai,"20 Lake View Road,K K Nagar,Madurai",MADURAI,TAMILNADU,625020,NON PPN
"Shushrusha Heart Care Centre And Speciality
Hospital(Nerul)","PLOT NO-22-A, PHASE-III, SECTOR-6, PALM BEACH ROAD NERUL,Navi Mumbai",NAVI MUMBAI,MAHARASHTRA,400706,PPN
Panchshil Hospital,"Highway,Ramnagar,Sabarmati",Ahmedabad,GUJARAT,380005,PPN
Sahyog Hospital (Patna),"40, Pataliputra Colony ,,,Patna",Patna,BIHAR,800013,NON PPN
Dr ML Gupta Memorial Centre,"5E/4,B.P,N.I.T Railway Road",FARIDABAD,HARYANA,121001,PPN
Vijaya Hospital,"16 II/41A, S2 Cine Complex Road, Poghathota SPSR, NELLORE",NELLORE,ANDHRA PRADESH,524001,NON PPN
Madhava Nursing Home,"43, S.D Road,Opp. St. Mary`S Church,SecunderabadSECUNDERABAD","SECUNDERABA
D",TELANGANA,500003,PPN
Cheema Medical Complex,"Phase 4, Near Telephone Exchange, SAS Nagarnil",MOHALI,PUNJAB,160059,PPN
R K HOSPITAL,"3C-59 BP, Near ESI, NIT",FARIDABAD,HARYANA,121001,PPN
Bani Park Hospital,"D - 9, Kabir Marg,,Bani Park,,JaipurJaipur",JAIPUR,RAJASTHAN,302016,PPN
GAYATHRI HOSPITAL PVT LTD,"91, MAGADI CHORD ROAD, VIJAY NAGARNIL",BANGALORE,KARNATAKA,560040,PPN
Handa Medical And Research Centre Pvt Ltd,"Nh Site No 1,Sector 16,,Opp Sagar Cinema, Opp Sagar Cinema",FARIDABAD,HARYANA,121002,PPN
Ravi Surgical Nursing Home,"Ground Floor, Kedarnath Building, Opposite 52 Jinalaya, 60 Feet Road, Bhayandar
WestNIL",THANE,MAHARASHTRA,401101,PPN
Joy Hospital Pvt Ltd,"423, A B, Joy Hospital,,10th Road,,ChemburChembur",MUMBAI,MAHARASHTRA,400071,NON PPN
"Healing Touch Hospital And Institute of Child Health Pvt
Ltd","8-1-9, Market Street, Opposite Clock Tower, Secunderabad, Telangana
500003Secunderabad","SECUNDERABA
D",TELANGANA,500003,NON PPN
Sanjeevani Surgical And General Hospital ( Malad ),"Bhawani Chambers,,Kedarmal Road,Of Rani Sati Marg, Malad (E)NIL",MUMBAI,MAHARASHTRA,400097,PPN
Sathya Kidney Centre And Super Speciality Hospitals,"3-6-426,STREET NO-4HIMAYATNAGARHyderabad",HYDERABAD,TELANGANA,500029,PPN
KIRAN CARE & CURE HOSPITAL,"GROUND FLOOR, SANKALP, MISTRY COMPLEX, J.B.NAGAR,ANDHERI(EAST)Mumbai",MUMBAI,MAHARASHTRA,400059,NON PPN
BBC Heart Hospital,"301, LAJPAT NAGAR,NIL",JALANDHAR,PUNJAB,144001,PPN
Asian Eye Institute And Laser Centre Pvt Ltd Borivali,"10- A, Satya Narayan Apt, Opp. G H School, Opp MG Road, Borivli (E)NIL",MUMBAI,MAHARASHTRA,400066,PPN
Lucknow Hospital,"B-1, Kanpur Lucknow Road, Behind Krishna Nagar Police Station, Sindhu Nagar",LUCKNOW,UTTAR PRADESH,226023,NON PPN
NU Hospitals,"C.A, 06, 15th Main,11th Cross, Padmanabhnagar,Near Carmelt
School.,BangaloreBangalore",BANGALORE,KARNATAKA,560070,PPN
Samaritan Clinic Pvt Ltd,"10/40, Elgin Road,Opp . Netraj Bhawan,KolkataKolkata",KOLKATA,WEST BENGAL,700020,PPN
"Mohan Dai Oswal Cancer Treatment And Research
Foundation","GT ROAD, SHERPUR BYE PASSLudhiana",LUDHIANA,PUNJAB,141009,PPN
Dakshata Hospital,"12, CTS 2608, Khanapur Road, Near 3rd Rly Gate,",BELGUAM,KARNATAKA,590006,NON PPN
"Motherhood Chaitanya Hospital (A Unit of Meskhenet
Healthcare Pvt Ltd","Type No 1 And 2, Sector 44 C",CHANDIGARH,CHANDIGARH,160047,PPN
Goyal Nursing Home,"Near Bus Stand,Delhi-Mathura Road,",PALWAL,HARYANA,121102,NON PPN
SANJAY EYE CLINIC,"2/VIKAS APARTMENT, GR FLOOR, OPP MEHTA DAIRY, N.S ROAD, MULAND(W)NIL",MUMBAI,MAHARASHTRA,400080,NON PPN
Satyam Nursing Home ( Ghatkopar ),"Bhaveshwar Plaza, C Wing, 2nd Floor, LBS Marg, Ghatkopar West",MUMBAI,MAHARASHTRA,400086,PPN
Dr Gadgil Eye Hospital,"GR. FLOOR, SHREYAS APT. RAMCHANDRA NAGAR-1, OPP NITIN CO.Thane",THANE,MAHARASHTRA,400604,PPN
BW Lions Superspeciality Eye Hospital,"#5, LIONS EYE HOSPITAL ROAD, NEXT TO BANK OF BARODA, NIL",BANGALORE,KARNATAKA,560002,PPN
Madhu Polyclinic And Nursing Home,"1, Mini Apts, Opp. Sarvodaya Nagar,,Jungle Mangal Road,,Bhandup (W)NIL",MUMBAI,MAHARASHTRA,400078,PPN
Imperial Hospital And Research Centre,"Kanwatia Circle,,Shastir Nagar,JaipurNIL",JAIPUR,RAJASTHAN,302016,PPN
Bhandari Hospital and Research Centre,"138-A, Vasundhara Colony, Gopalpura Bypass, Tonk Road",JAIPUR,RAJASTHAN,302018,PPN
MANGALA HOSPITAL & MANGALA KIDNEY FOUNDATION,"Vajra Hills, Kadri Road nil",MANGALORE,KARNATAKA,575003,NON PPN
Archana Hospital And Lithotripsy Centre,"123-A, MAHINDRA VIHAR, BEHIND HOTEL SURBHI PALACE,BALLUPUR ROADNIL",DEHRADUN,UTTARAKHAND,248001,NON PPN
Ajanta Hospital And Ivf Centre Pvt Ltd,"765, ABC Complex, Kanpur Road, Alambagh",LUCKNOW,UTTAR PRADESH,226005,NON PPN
MK DUTTA HOSPITAL,"CROSS ROAD NO-1, AMBALA CANTTNIL",AMBALA,HARYANA,133001,PPN
Venkataeswara Hospitals,"36A, CHAMIERS ROAD, NANDANAMNIL",CHENNAI,TAMILNADU,600035,PPN
Nagpal Super Speciality Hospital,"The Mall,,,BathindaNIL",BHATINDA,PUNJAB,151001,NON PPN
New Life Nursing Home,"Sahabagarn, Jangra, Rajarhat Road,,Opp. Arati Cinema, Near Baguiati Jora
Mandir,,KolkattaKolkata",KOLKATA,WEST BENGAL,700059,PPN
The Bangalore Hospital,"202, RASHTRIYA VIDYALAYA ROAD,BASAVANAGUDI,BANGLORENear Southend
Circle",BANGALORE,KARNATAKA,560004,PPN
RG Stone Urological Research Institute(Chennai),"391/392, ANNA SALAI, OPP. NEW BUS STAND, SAIDAPET,NIL",CHENNAI,TAMILNADU,600015,PPN
SRI SRINIVASA HOSPITAL,"17-1-380/E/28 &32, C.E. COLONY, SANTOSH NAGARHyderabad",HYDERABAD,TELANGANA,500059,PPN
Dr Daljit Singh Eye Hospital,"Sheranwala Gate, No 1, Radha Swami Road",AMRITSAR,PUNJAB,143001,PPN
Tagore Hospital And Heart Care Centre,"91,Banda Bahadur Nagar,Mahavir Marg,Mahavir MargNIL",JALANDHAR,PUNJAB,144008,PPN
Ayushman Hospital And Trauma Centre,"Hero Honda Chowk,,N H - 8,,GurgaonNIL",GURGAON,HARYANA,122001,PPN
GLOBAL HOSPITALS,"6-3-345/1, NIMS LANE, OPP. VENGAL RAO PARK, ROAD NO. 1, BANJARA HILLSNIL",HYDERABAD,TELANGANA,500034,PPN
"NETRAYATAN GROVER CENTRE FOR EYE CARE AND
INFERTILITY","S-371, GREATER KAILASH-2NIL",NEW DELHI,DELHI,110048,PPN
Sai Vani Hospital,"#25-394/05, Denialpuram, Near St. Josoph Church, NandyalNandyal",NANDYAL,ANDHRA PRADESH,518501,NON PPN
CLEAR VISION EYE HOSPITAL,"3-6-272, NVK TOWERS, ABOVE HIMAYATH NAGAR, ABOVE INDIAN OVERSEAS
BANKHimayath nagar",HYDERABAD,TELANGANA,500029,PPN
Aditya Hospital Chennai,"NO-7, BARNABY ROAD, KILPAUKNIL",CHENNAI,TAMILNADU,600010,PPN
Pranaam Hospital Pvt Ltd,"1-58/6/40 &41, NEAR SUJANA SUPER MARKET, MADINAGUDA, MIYAPUR,Ist Floor,
Megha Hills Complex,",HYDERABAD,TELANGANA,500050,PPN
Priti Hospital,"29 B, Panna Lal Road, Near Indian Press And Anthony School",ALLAHABAD,UTTAR PRADESH,211002,NON PPN
Dhanwantry Hospital And Iccu,"545,N.S.Road,Near 5 Rasta,MulundNIL",MUMBAI,MAHARASHTRA,400080,PPN
Paalana Institute Of Medical Sciences,"Kannadi, P.O., Palakkad.,,Palakkad",PALAKKAD,KERALA,678701,NON PPN
Dandekar Hospital ( Dombivili ),"B-51/ 135/136/ 235/ 236 , kasturi Plaza , Manpada, Dombivali €- 421201NIL",THANE,MAHARASHTRA,421201,PPN
Param Jyoti Eye Centre,"16A,C P-2155,Vasundhara,NIL",GHAZIABAD,UTTAR PRADESH,201012,PPN
Dhanwantri Hospital And Research Centre,"67/56-A,NEW SANGANER ROAD,Mansarovar,Near Kids Club School",JAIPUR,RAJASTHAN,302020,PPN
BHANDARI ENT HOSPITAL,"1/S BK DATT GATE,NIL",AMRITSAR,PUNJAB,143001,PPN
Kidney Hospital and Lifeline Medical institutions,"63 & 64, WARYAM NAGAR, COOL ROADOpp. KGM Hospital",JALANDHAR,PUNJAB,144001,NON PPN
GRECIAN SUPER-SPECIALITY HOSPITAL,"SECTOR-69, MohaliMohali",MOHALI,PUNJAB,160062,PPN
Jeevan Jyoti Nursing Home,"Parbatia,Tinsukia,,TinsukiaNIL",TINSUKIA,ASSAM,786125,NON PPN
Jindal IVF And Sant Memorial Nursing Home,"3050, Dakshin Marg, Sector 20D, Behind Sri Guru Ravidass Bhawan",CHANDIGARH,CHANDIGARH,160020,NON PPN
